# t, p_1, p_2, mob_A, imm_A, diss_A, seal_A, mob_B, imm_B, diss_B, seal_B, M_C
391200.000000,109484.653799,103653.895632,0.000000,0.000013,0.001048,0.000661,0.000000,0.000045,0.000991,0.000023,0.007178
391800.000000,109484.790545,103654.060420,0.000000,0.000013,0.001048,0.000661,0.000000,0.000045,0.000991,0.000023,0.007177
392400.000000,109484.728596,103654.008987,0.000000,0.000013,0.001048,0.000661,0.000000,0.000045,0.000991,0.000023,0.007176
393000.000000,109484.697335,103654.018083,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007174
393600.000000,109484.740943,103654.050803,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007173
394200.000000,109484.750846,103654.162646,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007172
394800.000000,109484.670868,103654.091437,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007171
395400.000000,109484.632883,103654.062109,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007170
396000.000000,109484.647424,103654.111304,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007168
396600.000000,109484.825840,103654.422164,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007167
397200.000000,109484.969385,103654.594736,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007166
397800.000000,109485.187955,103654.821276,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007165
398400.000000,109485.310214,103654.941958,0.000000,0.000013,0.001048,0.000661,0.000000,0.000044,0.000991,0.000023,0.007163
399000.000000,109485.413459,103655.001872,0.000000,0.000013,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007162
399600.000000,109485.473555,103655.025961,0.000000,0.000013,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007161
400200.000000,109485.543264,103655.023988,0.000000,0.000013,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007159
400800.000000,109485.615036,103655.045529,0.000000,0.000013,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007158
401400.000000,109485.625737,103655.039340,0.000000,0.000013,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007157
402000.000000,109485.625626,103655.057909,0.000000,0.000013,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007156
402600.000000,109485.575471,103654.916196,0.000000,0.000013,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007154
403200.000000,109485.642685,103655.090297,0.000000,0.000013,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007153
403800.000000,109485.680345,103655.226049,0.000000,0.000013,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007152
404400.000000,109485.778597,103655.302635,0.000000,0.000012,0.001048,0.000660,0.000000,0.000044,0.000991,0.000023,0.007150
405000.000000,109485.827252,103655.354335,0.000000,0.000012,0.001048,0.000660,0.000000,0.000044,0.000992,0.000023,0.007149
405600.000000,109485.892884,103655.415889,0.000000,0.000012,0.001048,0.000660,0.000000,0.000043,0.000992,0.000023,0.007148
406200.000000,109485.792785,103655.160783,0.000000,0.000012,0.001049,0.000660,0.000000,0.000043,0.000992,0.000023,0.007146
406800.000000,109485.710401,103655.041564,0.000000,0.000012,0.001049,0.000660,0.000000,0.000043,0.000992,0.000023,0.007145
407400.000000,109485.670369,103654.952887,0.000000,0.000012,0.001049,0.000660,0.000000,0.000043,0.000992,0.000023,0.007144
408000.000000,109485.696276,103654.952313,0.000000,0.000012,0.001049,0.000660,0.000000,0.000043,0.000992,0.000023,0.007142
408600.000000,109485.775899,103654.944570,0.000000,0.000012,0.001049,0.000660,0.000000,0.000043,0.000992,0.000023,0.007141
409200.000000,109485.865819,103654.959245,0.000000,0.000012,0.001049,0.000660,0.000000,0.000043,0.000992,0.000023,0.007140
409800.000000,109485.939501,103655.043201,0.000000,0.000012,0.001049,0.000660,0.000000,0.000043,0.000992,0.000023,0.007138
410400.000000,109486.041407,103655.124312,0.000000,0.000012,0.001049,0.000660,0.000000,0.000043,0.000992,0.000023,0.007137
411000.000000,109486.138510,103655.153494,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007136
411600.000000,109486.231777,103655.206148,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007134
412200.000000,109486.241391,103655.139601,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007133
412800.000000,109486.299120,103655.148491,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007132
413400.000000,109486.330251,103655.066293,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007130
414000.000000,109486.396153,103655.121777,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007129
414600.000000,109486.339365,103655.015022,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007128
415200.000000,109486.232917,103654.830540,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007126
415800.000000,109486.260193,103654.876884,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007125
416400.000000,109486.162271,103654.757115,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007124
417000.000000,109486.198011,103654.767963,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007122
417600.000000,109486.248843,103654.808510,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007121
418200.000000,109486.527352,103655.164784,0.000000,0.000012,0.001049,0.000659,0.000000,0.000043,0.000992,0.000023,0.007120
418800.000000,109486.662426,103655.403476,0.000000,0.000012,0.001049,0.000659,0.000000,0.000042,0.000992,0.000023,0.007118
419400.000000,109486.807290,103655.470819,0.000000,0.000012,0.001049,0.000659,0.000000,0.000042,0.000992,0.000023,0.007117
420000.000000,109486.891650,103655.612802,0.000000,0.000012,0.001049,0.000659,0.000000,0.000042,0.000992,0.000023,0.007115
420600.000000,109487.016791,103655.706840,0.000000,0.000012,0.001049,0.000659,0.000000,0.000042,0.000992,0.000023,0.007114
421200.000000,109487.027964,103655.746033,0.000000,0.000012,0.001049,0.000659,0.000000,0.000042,0.000992,0.000023,0.007112
421800.000000,109487.072996,103655.752089,0.000000,0.000012,0.001049,0.000659,0.000000,0.000042,0.000992,0.000023,0.007111
422400.000000,109487.037791,103655.724962,0.000000,0.000012,0.001049,0.000659,0.000000,0.000042,0.000992,0.000023,0.007110
423000.000000,109487.076118,103655.738635,0.000000,0.000012,0.001049,0.000658,0.000000,0.000042,0.000992,0.000023,0.007108
423600.000000,109487.054391,103655.723960,0.000000,0.000012,0.001049,0.000658,0.000000,0.000042,0.000992,0.000023,0.007107
424200.000000,109486.991573,103655.553136,0.000000,0.000012,0.001049,0.000658,0.000000,0.000042,0.000992,0.000023,0.007105
424800.000000,109486.923976,103655.509007,0.000000,0.000012,0.001049,0.000658,0.000000,0.000042,0.000992,0.000023,0.007104
425400.000000,109486.877738,103655.455133,0.000000,0.000012,0.001049,0.000658,0.000000,0.000042,0.000992,0.000023,0.007103
426000.000000,109486.833856,103655.530967,0.000000,0.000012,0.001050,0.000658,0.000000,0.000042,0.000992,0.000023,0.007101
426600.000000,109486.867131,103655.767990,0.000000,0.000011,0.001050,0.000658,0.000000,0.000042,0.000992,0.000023,0.007100
427200.000000,109487.001646,103655.796662,0.000000,0.000011,0.001050,0.000658,0.000000,0.000042,0.000992,0.000023,0.007098
427800.000000,109487.157808,103656.071257,0.000000,0.000011,0.001050,0.000658,0.000000,0.000042,0.000992,0.000023,0.007097
428400.000000,109487.334126,103656.203560,0.000000,0.000011,0.001050,0.000658,0.000000,0.000042,0.000993,0.000023,0.007095
429000.000000,109487.478961,103656.424315,0.000000,0.000011,0.001050,0.000658,0.000000,0.000042,0.000993,0.000023,0.007094
429600.000000,109487.553358,103656.447698,0.000000,0.000011,0.001050,0.000658,0.000000,0.000042,0.000993,0.000023,0.007092
430200.000000,109487.577018,103656.450854,0.000000,0.000011,0.001050,0.000658,0.000000,0.000042,0.000993,0.000023,0.007091
430800.000000,109487.607637,103656.472135,0.000000,0.000011,0.001050,0.000658,0.000000,0.000042,0.000993,0.000023,0.007089
431400.000000,109487.595840,103656.438781,0.000000,0.000011,0.001050,0.000658,0.000000,0.000042,0.000993,0.000023,0.007088
432000.000000,109487.517055,103656.283511,0.000000,0.000011,0.001050,0.000658,0.000000,0.000041,0.000993,0.000023,0.007086
